ID_Cliente,Evasion,Genero,EsAdultoMayor,TienePareja,TieneDependientes,AntigüedadMeses,ServicioTelefonico,MultiplesLineas,TipoInternet,SeguridadEnLinea,RespaldoEnLinea,ProteccionEquipos,SoporteTecnico,TVStreaming,PeliculasStreaming,TipoContrato,FacturaDigital,MetodoPago,CargosMensuales,CargosTotales,CargosDiarios
5760-FXFVO,False,Male,0,False,False,6,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Electronic check,78.95,494.95,2.59
5760-IFJOZ,False,Male,0,False,False,3,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Mailed check,107.95,313.6,3.55
5760-WRAHC,False,Female,1,False,False,22,True,False,DSL,True,False,True,True,False,True,Month-to-month,True,Mailed check,69.75,1545.4,2.29
5762-TJXGK,False,Female,0,False,False,52,False,,DSL,True,True,True,False,True,True,Two year,True,Bank transfer (automatic),58.75,3038.55,1.93
5766-FTRTS,False,Male,0,True,False,72,True,False,DSL,True,True,True,True,True,True,Two year,False,Mailed check,84.45,6033.1,2.77
5766-XQXMQ,True,Female,0,False,False,29,True,False,DSL,True,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),68.85,1970.5,2.26
5766-ZJYBB,True,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.4,19.4,0.64
5774-QPLTF,False,Male,0,True,True,50,True,False,No,,,,,,,One year,True,Mailed check,20.35,938.95,0.67
5774-XZTQC,False,Female,0,True,True,7,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.45,150.75,0.67
5777-KJIRB,False,Female,0,False,False,40,True,False,DSL,False,False,True,False,False,False,One year,True,Mailed check,50.25,2023.55,1.65
5777-ZPQNC,False,Female,0,False,False,12,True,False,No,,,,,,,One year,False,Electronic check,20.15,260.7,0.66
5778-BVOFB,False,Female,0,False,False,9,True,False,DSL,False,False,False,True,True,False,Month-to-month,True,Bank transfer (automatic),59.5,530.05,1.95
5780-INQIK,False,Female,0,False,False,8,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Electronic check,49.4,408.25,1.62
5781-BKHOP,False,Female,0,True,False,72,True,True,Fiber optic,True,True,True,False,True,False,Two year,False,Bank transfer (automatic),100.65,7334.05,3.31
5781-RFZRP,False,Male,0,True,False,71,True,True,DSL,True,True,False,True,True,False,Two year,False,Credit card (automatic),73.5,5357.75,2.41
5787-KXGIY,False,Male,0,True,False,72,True,False,No,,,,,,,Two year,False,Credit card (automatic),19.3,1304.8,0.63
5788-YPOEG,False,Female,0,True,True,34,True,False,DSL,True,True,True,True,True,True,Two year,False,Mailed check,84.75,2839.45,2.78
5789-LDFXO,False,Male,0,False,False,24,True,True,No,,,,,,,One year,False,Electronic check,24.6,592.65,0.81
5791-KAJFD,False,Female,0,True,True,56,True,True,DSL,True,False,True,False,False,True,One year,True,Bank transfer (automatic),68.75,3808.0,2.26
5792-JALQC,False,Female,1,False,False,52,True,True,DSL,True,False,True,False,False,False,Two year,False,Bank transfer (automatic),59.85,3103.25,1.97
5793-YOLJN,False,Female,0,True,True,55,True,False,No,,,,,,,Two year,False,Mailed check,21.0,1210.3,0.69
5795-BKOYE,False,Female,0,True,True,69,True,False,DSL,False,True,True,True,False,False,One year,False,Bank transfer (automatic),59.1,4134.7,1.94
5795-KTGUD,False,Female,0,True,False,68,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Bank transfer (automatic),110.8,7553.6,3.64
5797-APWZC,True,Female,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,90.6,90.6,2.98
5799-JRCZO,False,Female,0,False,True,63,True,False,No,,,,,,,Two year,False,Credit card (automatic),19.5,1215.1,0.64
5802-ADBRC,False,Female,0,True,False,50,True,True,Fiber optic,True,False,True,False,True,True,One year,True,Mailed check,104.4,5232.9,3.43
5803-NQJZO,False,Male,0,True,False,72,True,True,DSL,True,True,True,True,False,False,Two year,True,Bank transfer (automatic),67.8,4804.65,2.23
5804-HYIEZ,False,Male,0,True,True,70,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Electronic check,106.05,7554.05,3.48
5804-JMYIO,False,Female,0,True,True,39,True,False,No,,,,,,,Two year,False,Mailed check,19.75,757.95,0.65
5804-LEPIM,True,Female,1,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.35,139.05,2.31
5808-TOTXO,False,Female,0,False,True,3,True,False,No,,,,,,,One year,True,Credit card (automatic),20.55,57.4,0.68
5811-IWXYM,False,Female,0,True,True,52,True,True,Fiber optic,False,False,True,False,True,True,One year,False,Bank transfer (automatic),101.25,5301.1,3.33
5813-UECBU,True,Male,1,False,False,33,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Credit card (automatic),83.85,2716.3,2.75
5815-HGGHV,False,Male,0,True,False,20,True,False,DSL,True,False,False,True,False,True,One year,True,Mailed check,64.15,1274.45,2.11
5816-JMLGY,False,Female,0,True,True,70,True,False,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),80.4,5717.85,2.64
5816-QVHRX,False,Female,0,False,False,37,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,False,Credit card (automatic),100.3,3541.4,3.3
5816-SCGFC,False,Female,1,False,False,7,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,51.3,419.35,1.69
5820-PTRYM,False,Female,1,True,False,56,True,True,DSL,True,True,True,True,False,False,One year,True,Credit card (automatic),68.45,4014.0,2.25
5821-MMEIL,False,Female,0,True,False,57,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),19.9,1115.6,0.65
5825-XJOCM,False,Male,0,False,True,48,True,True,DSL,True,True,True,False,False,False,One year,True,Bank transfer (automatic),64.4,3035.35,2.12
5827-MWCZK,False,Male,0,True,True,56,True,True,Fiber optic,False,True,False,True,True,False,Month-to-month,True,Credit card (automatic),96.95,5432.2,3.18
5828-AVIPD,True,Male,0,True,True,19,True,True,Fiber optic,False,False,False,True,True,True,One year,True,Electronic check,100.95,1875.55,3.32
5828-DWPIL,False,Male,1,True,False,62,True,True,Fiber optic,True,True,True,False,False,False,Month-to-month,True,Electronic check,89.1,5618.3,2.93
5829-NVSQN,False,Female,0,True,False,23,True,False,DSL,True,False,True,True,False,True,One year,True,Bank transfer (automatic),68.75,1689.45,2.26
5832-EXGTT,False,Male,0,True,True,29,True,False,DSL,True,False,False,False,False,True,Month-to-month,True,Mailed check,60.2,1834.15,1.98
5832-TRLPB,False,Male,0,False,False,29,True,False,DSL,False,False,True,True,True,True,One year,True,Bank transfer (automatic),75.35,2243.9,2.48
5832-XKAES,True,Male,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),69.8,134.7,2.29
5834-ASPWA,True,Male,0,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.45,75.45,2.48
5835-BEQEU,True,Male,0,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.95,228.4,2.53
5837-LXSDN,False,Female,0,True,True,21,True,False,DSL,False,True,False,False,True,False,One year,True,Credit card (automatic),58.85,1215.45,1.93
5839-SUYVZ,False,Male,0,False,False,16,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Credit card (automatic),74.55,1170.5,2.45
5840-NVDCG,False,Female,0,True,True,16,True,False,DSL,True,True,False,True,False,True,Two year,False,Bank transfer (automatic),68.25,1114.85,2.24
5842-POCOP,True,Female,0,True,False,5,True,False,Fiber optic,True,False,True,False,False,True,Month-to-month,True,Mailed check,88.9,454.15,2.92
5843-TTHGI,False,Female,0,False,False,18,True,False,DSL,False,False,True,False,False,False,Month-to-month,True,Mailed check,50.0,892.7,1.64
5844-QVTAT,False,Female,0,True,True,33,True,False,DSL,True,True,True,False,False,False,One year,True,Mailed check,58.45,1955.4,1.92
5845-BZZIB,False,Male,0,True,True,35,True,False,No,,,,,,,Two year,False,Mailed check,20.1,655.3,0.66
5846-ABOBJ,False,Male,0,True,False,71,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),24.45,1730.65,0.8
5846-NEQVZ,False,Male,0,True,True,71,True,False,DSL,True,False,True,True,False,True,Two year,True,Credit card (automatic),70.85,4973.4,2.33
5846-QFDFI,False,Female,0,True,True,33,True,True,Fiber optic,False,True,True,True,False,False,Month-to-month,False,Credit card (automatic),88.6,2888.7,2.91
5847-MXBEO,False,Male,0,False,False,22,True,False,No,,,,,,,One year,False,Mailed check,20.3,475.1,0.67
5848-FHRFC,False,Female,0,False,False,68,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.05,1386.9,0.66
5849-ASHZJ,False,Male,0,False,True,27,True,False,No,,,,,,,One year,False,Credit card (automatic),20.05,552.9,0.66
5850-BDWCY,False,Female,0,False,False,6,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.2,123.65,0.66
5854-KSRBJ,False,Male,0,True,True,70,True,True,No,,,,,,,Two year,False,Mailed check,25.4,1782.05,0.83
5855-EIBDE,False,Female,0,True,False,49,True,True,Fiber optic,True,True,True,True,False,True,Two year,False,Credit card (automatic),106.65,5174.35,3.5
5857-TYBCJ,False,Male,1,True,False,44,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,89.2,4040.2,2.93
5857-XRECV,False,Female,0,False,True,2,True,False,No,,,,,,,One year,False,Bank transfer (automatic),20.5,38.25,0.67
5858-EAFCZ,False,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,44.45,44.45,1.46
5859-HZYLF,False,Male,0,True,True,26,True,False,No,,,,,,,Two year,True,Credit card (automatic),19.15,515.75,0.63
5862-BRIXZ,False,Male,0,False,False,46,False,,DSL,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),60.75,2893.4,2.0
5863-OOKCL,False,Female,0,False,False,10,True,False,No,,,,,,,Month-to-month,False,Mailed check,18.85,163.2,0.62
5868-CZJDR,True,Male,0,False,True,1,False,,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,31.35,31.35,1.03
5868-YTYKS,False,Male,0,False,True,1,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.25,20.25,0.67
5868-YWPDW,True,Male,1,True,False,6,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,84.2,519.15,2.77
5871-DGTXZ,False,Male,0,False,False,32,True,False,No,,,,,,,One year,False,Mailed check,19.8,607.7,0.65
5872-OEQNH,False,Female,0,False,False,60,False,,DSL,True,False,True,False,False,True,One year,True,Electronic check,44.45,2773.9,1.46
5875-YPQFJ,True,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.9,69.9,2.3
5876-HZVZM,True,Female,0,True,True,6,True,False,DSL,True,True,False,False,False,False,Month-to-month,False,Credit card (automatic),55.9,365.35,1.84
5876-QMYLD,False,Female,0,True,True,23,True,False,No,,,,,,,One year,False,Mailed check,20.05,415.1,0.66
5879-HMFFH,False,Female,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),88.05,6520.8,2.89
5879-SESNB,False,Female,0,False,False,11,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.25,888.65,2.47
5882-CMAZQ,False,Female,0,True,True,5,False,,DSL,False,True,False,True,False,False,Month-to-month,False,Electronic check,34.25,163.55,1.13
5883-GTGVD,True,Male,0,False,False,19,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,99.95,1931.75,3.28
5884-FBCTL,False,Female,0,True,True,72,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),25.1,1857.85,0.82
5884-GCYMI,True,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,69.4,69.4,2.28
5886-VLQVU,False,Male,0,True,False,35,True,True,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Bank transfer (automatic),89.85,3161.2,2.95
5887-IKKYO,False,Male,0,True,True,58,True,True,Fiber optic,False,False,True,True,False,True,Two year,False,Bank transfer (automatic),94.35,5563.65,3.1
5889-JTMUL,True,Female,1,True,False,50,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,95.05,4888.7,3.12
5889-LFOLL,True,Female,0,False,False,13,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,84.6,1115.2,2.78
5893-KCLGT,False,Female,0,False,True,72,True,False,No,,,,,,,Two year,True,Mailed check,19.75,1567.0,0.65
5893-PYOLZ,False,Male,0,False,False,56,True,False,DSL,False,True,True,True,True,True,Two year,True,Credit card (automatic),81.8,4534.45,2.69
5895-QSXOD,False,Male,0,False,False,9,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.05,657.5,2.3
5896-NPFWW,True,Male,0,True,True,3,True,False,DSL,False,False,True,False,False,False,Month-to-month,True,Electronic check,50.15,168.15,1.65
5897-ZYEKH,False,Female,1,True,False,67,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,105.6,7112.15,3.47
5898-IGSLP,False,Male,0,True,True,31,True,True,Fiber optic,True,False,True,True,False,False,Month-to-month,False,Electronic check,89.3,2823.0,2.93
5899-MQZZL,True,Female,0,False,False,13,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,75.0,999.45,2.46
5899-OUVKV,False,Male,0,False,False,31,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,94.5,2979.2,3.1
5902-WBLSE,False,Female,0,True,True,70,True,False,No,,,,,,,Two year,True,Credit card (automatic),20.15,1411.2,0.66
5906-BFOZT,False,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,True,Mailed check,19.5,19.5,0.64
5906-CVLHP,True,Female,0,True,True,45,True,False,DSL,False,True,False,True,False,False,One year,True,Credit card (automatic),54.15,2319.8,1.78
5906-DVAPM,False,Female,0,True,True,55,True,True,DSL,True,True,False,True,True,False,One year,True,Credit card (automatic),75.0,4213.9,2.46
5908-QMGOE,True,Male,1,False,False,15,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),74.2,1133.9,2.44
5909-ECHUI,True,Female,0,False,False,1,True,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,56.25,56.25,1.85
5913-INRQV,False,Male,1,True,False,34,True,False,Fiber optic,True,False,False,True,True,False,One year,False,Mailed check,90.15,3128.8,2.96
5914-DVBWJ,True,Female,1,False,False,18,True,True,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Electronic check,85.45,1505.85,2.81
5914-GXMDA,False,Female,0,True,False,32,True,False,No,,,,,,,One year,False,Mailed check,19.3,593.2,0.63
5914-XRFQB,False,Male,0,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),115.8,8424.9,3.8
5915-ANOEI,False,Male,0,True,False,70,True,True,DSL,True,True,True,True,True,False,Two year,False,Mailed check,79.15,5536.5,2.6
5915-DGNVC,False,Female,0,True,False,49,True,True,DSL,True,True,True,False,False,True,One year,False,Electronic check,71.8,3472.05,2.36
5916-QEWPT,False,Female,0,True,False,2,True,False,DSL,False,False,True,False,True,True,Month-to-month,False,Credit card (automatic),69.0,147.8,2.27
5917-HBSDW,False,Female,0,True,True,37,True,False,No,,,,,,,Month-to-month,False,Electronic check,19.35,683.75,0.64
5917-RYRMG,False,Male,1,False,False,32,True,False,No,,,,,,,One year,False,Credit card (automatic),19.8,587.7,0.65
5918-VUKWP,False,Female,0,False,False,32,True,False,No,,,,,,,One year,False,Bank transfer (automatic),20.55,654.55,0.68
5919-TMRGD,True,Female,0,False,True,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.35,79.35,2.61
5919-VCZYM,False,Male,0,False,False,2,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.05,42.7,0.66
5921-NGYRH,False,Male,0,True,False,64,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Mailed check,73.55,4764.0,2.42
5922-ABDVO,True,Female,0,True,False,19,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Mailed check,89.65,1761.05,2.95
5923-GXUOC,True,Male,0,False,False,10,True,False,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Electronic check,104.4,1081.45,3.43
5924-IFQTT,False,Male,0,True,True,13,True,True,DSL,False,True,True,True,True,False,Month-to-month,True,Electronic check,72.8,930.05,2.39
5924-SNGKP,False,Female,0,False,True,41,True,False,No,,,,,,,One year,True,Credit card (automatic),20.25,865.0,0.67
5928-QLDHB,False,Male,0,False,False,9,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.25,684.85,2.5
5930-GBIWP,False,Male,0,False,False,69,True,True,DSL,True,True,True,True,False,True,Two year,True,Credit card (automatic),81.5,5553.25,2.68
5931-FLJJF,True,Male,1,True,False,7,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.1,467.55,2.3
5934-RMPOV,False,Female,0,False,True,22,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,84.75,1816.75,2.78
5934-TSSAU,False,Female,0,True,True,23,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),75.3,1702.9,2.47
5935-FCCNB,False,Female,1,False,False,17,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,94.2,1608.15,3.09
5937-EORGB,False,Male,1,True,False,15,True,True,Fiber optic,True,False,True,False,True,False,Month-to-month,True,Electronic check,96.5,1392.25,3.17
5939-SXWHM,False,Male,0,True,True,48,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),26.3,1245.05,0.86
5939-XAIXZ,False,Female,0,False,False,19,True,True,DSL,False,False,True,False,False,False,Month-to-month,True,Mailed check,56.1,1033.9,1.84
5940-AHUHD,True,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.6,70.6,2.32
5940-NFXKV,True,Male,0,True,True,19,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,83.65,1465.75,2.75
5944-UGLLK,False,Male,0,False,False,53,False,,DSL,False,False,True,True,True,True,One year,False,Credit card (automatic),54.9,3045.75,1.8
5945-AZYHT,False,Male,0,True,False,71,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,109.6,7854.15,3.6
5947-SGKCL,False,Female,0,True,True,15,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),105.35,1559.25,3.46
5948-UJZLF,False,Male,0,False,False,2,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Mailed check,49.25,97.0,1.62
5949-EBSQK,True,Male,0,True,True,4,True,False,DSL,False,False,False,True,False,True,Month-to-month,False,Credit card (automatic),61.45,229.55,2.02
5949-HGVJL,False,Female,0,True,False,26,True,False,DSL,False,True,False,True,True,True,Month-to-month,True,Electronic check,73.05,1959.5,2.4
5949-XIKAE,True,Female,0,True,True,8,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,83.55,680.05,2.74
5950-AAAGJ,False,Male,0,False,False,18,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Bank transfer (automatic),84.3,1537.9,2.77
5951-AOFIH,False,Male,0,False,False,33,True,False,DSL,False,True,True,False,True,False,Month-to-month,True,Credit card (automatic),66.4,2245.4,2.18
5954-BDFSG,False,Female,0,False,False,72,True,True,Fiber optic,False,False,True,True,True,True,Two year,True,Credit card (automatic),107.5,7853.7,3.53
5955-EPOAZ,False,Female,0,False,False,6,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.95,109.5,0.69
5955-ERIHD,True,Male,0,True,False,18,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,94.7,1687.95,3.11
5956-VKDTT,True,Female,1,True,False,5,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.35,334.8,2.44
5956-YHHRX,False,Male,1,False,False,21,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.35,2271.85,3.43
5959-BELXA,True,Male,1,False,False,32,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),96.15,3019.25,3.16
5960-MVTUK,False,Male,0,False,False,3,False,,DSL,False,False,False,True,False,False,Month-to-month,True,Electronic check,29.75,96.85,0.98
5960-WPXQM,True,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.05,79.05,2.6
5961-VUSRV,False,Female,0,False,False,12,True,False,No,,,,,,,One year,True,Bank transfer (automatic),19.35,219.35,0.64
5965-GGPRW,False,Male,0,True,True,72,True,True,Fiber optic,True,False,True,False,True,True,Two year,False,Bank transfer (automatic),105.25,7609.75,3.46
5966-EMAZU,False,Male,0,True,False,64,True,True,Fiber optic,True,False,True,True,True,True,One year,True,Mailed check,108.5,6880.85,3.56
5968-HYJRZ,False,Male,0,True,True,47,True,True,No,,,,,,,Two year,False,Mailed check,24.55,1160.45,0.81
5968-VXZLG,False,Male,0,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),46.6,87.9,1.53
5968-XQIVE,False,Male,0,True,True,72,True,True,Fiber optic,False,True,False,False,True,False,One year,True,Electronic check,89.7,6588.95,2.95
5970-GHJAW,False,Male,0,True,True,46,True,False,No,,,,,,,Two year,False,Credit card (automatic),19.95,862.4,0.66
5973-EJGDP,False,Male,0,False,False,51,True,True,Fiber optic,False,True,True,True,False,False,Month-to-month,True,Electronic check,87.35,4473.0,2.87
5975-BAICR,False,Male,0,True,True,36,True,False,DSL,True,False,True,False,False,True,One year,True,Credit card (automatic),63.7,2188.5,2.09
5976-JCJRH,True,Male,0,True,False,10,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.3,738.2,2.31
5977-CKHON,False,Female,0,True,True,43,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Bank transfer (automatic),92.55,4039.0,3.04
5980-BDHPY,False,Male,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),87.1,6230.1,2.86
5980-NOPLP,True,Female,0,True,False,44,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,96.1,4364.1,3.16
5981-ITEMU,True,Male,0,True,False,40,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),97.1,3706.95,3.19
5981-ZVXOT,False,Female,1,False,False,35,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,108.35,3726.15,3.56
5982-FPVQN,False,Female,0,True,True,37,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,95.15,3532.85,3.13
5982-PSMKW,False,Female,0,True,True,23,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),91.1,2198.3,2.99
5982-XMDEX,False,Female,0,False,False,65,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),26.5,1698.55,0.87
5985-BEHZK,False,Female,1,True,False,72,True,True,Fiber optic,False,True,True,False,True,True,One year,False,Credit card (automatic),105.0,7578.05,3.45
5985-TBABQ,False,Female,0,False,False,32,True,True,DSL,True,False,False,False,True,True,One year,False,Mailed check,74.75,2282.95,2.46
5986-WWXDV,False,Male,0,False,True,39,True,False,No,,,,,,,One year,False,Bank transfer (automatic),19.35,779.2,0.64
5989-AXPUC,False,Female,0,True,False,68,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Mailed check,118.6,7990.05,3.9
5989-OMNJE,False,Female,0,True,True,24,False,,DSL,True,True,True,False,True,True,One year,False,Electronic check,57.6,1367.75,1.89
5989-PGKJB,False,Female,0,False,False,16,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,86.25,1340.1,2.83
5993-BQHEA,False,Male,0,False,False,12,True,False,No,,,,,,,One year,False,Credit card (automatic),20.05,267.0,0.66
5993-JSUWV,False,Female,0,False,False,66,True,False,DSL,True,True,True,False,False,False,Two year,True,Bank transfer (automatic),61.15,4017.45,2.01
5995-LFTLE,False,Male,0,False,False,58,True,True,No,,,,,,,Two year,True,Credit card (automatic),25.3,1474.35,0.83
5995-OIGLP,True,Male,0,False,False,12,True,False,DSL,True,False,False,True,False,False,Month-to-month,False,Mailed check,56.65,654.85,1.86
5995-SNNEW,False,Male,1,True,False,23,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.45,2184.85,3.43
5995-WWKKG,False,Female,0,False,False,37,True,False,No,,,,,,,One year,True,Electronic check,19.8,695.05,0.65
5996-DAOQL,False,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.45,20.45,0.67
5996-EBTKM,False,Female,0,True,True,67,True,True,DSL,False,False,True,True,False,True,Two year,True,Bank transfer (automatic),69.9,4615.9,2.3
5996-NRVXR,False,Male,1,True,False,40,True,False,Fiber optic,True,True,True,True,True,False,One year,True,Credit card (automatic),98.15,4116.8,3.22
5997-OPVFA,False,Male,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),89.05,6254.45,2.93
5998-DZLYR,False,Female,0,True,False,61,True,True,Fiber optic,False,True,False,True,False,True,Two year,True,Bank transfer (automatic),94.35,5703.0,3.1
5998-VVEJY,True,Male,0,False,False,26,True,True,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Electronic check,80.5,2088.8,2.64
5999-LCXAO,False,Female,0,False,False,1,False,,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,29.9,29.9,0.98
6000-APYLU,True,Male,0,False,False,9,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.8,713.1,2.65
6000-UKLWI,False,Male,0,False,False,41,True,False,No,,,,,,,Two year,False,Mailed check,20.15,802.35,0.66
6005-OBZPH,True,Female,1,False,False,26,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,89.15,2277.65,2.93
6007-TCTST,False,Female,0,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),115.8,8476.5,3.8
6008-NAIXK,False,Male,1,False,False,54,False,,DSL,False,True,True,False,True,True,One year,True,Electronic check,55.45,2966.95,1.82
6010-DDPPW,False,Male,0,True,False,70,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),25.15,1940.85,0.83
6013-BHCAW,False,Male,0,True,True,61,True,True,DSL,False,False,True,True,True,True,Two year,True,Bank transfer (automatic),81.0,4976.15,2.66
6015-VVHHE,True,Female,1,False,False,5,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),83.15,446.05,2.73
6016-LVTJQ,False,Female,0,True,True,34,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.65,716.4,0.68
6016-NXBNJ,False,Male,0,False,False,35,True,False,No,,,,,,,One year,True,Mailed check,19.15,638.0,0.63
6017-PPLPX,True,Male,0,True,True,20,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.45,1470.95,2.31
6022-KOUQO,False,Female,0,True,True,2,False,,DSL,False,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),29.05,44.75,0.95
6022-UGGSO,True,Female,1,False,False,32,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,74.4,2276.95,2.44
6023-GSSXW,False,Female,0,True,False,69,True,False,DSL,False,True,False,False,False,True,Two year,True,Credit card (automatic),61.45,4131.2,2.02
6023-YEBUP,True,Male,0,False,False,3,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.95,329.95,3.32
